Exoplanet,TIC ID,Period,Semi-Major Axis,Radius (J),Mass (E),Mass (J),Eccentricity,TTV Flag,Temperature (Star),Radius (Star),Mass (Star),Metallicity (Star),Logg (Star),Transit Mid Point,Transit Duration,Temperature Error (Star),Radius Error (Star),Metallicity Error (Star),Logg Error,Inclination,Periastron,Right Ascension,Declination,Galactic Lattitude,Galactic Longitude,Distance (pc),Parallax (mas),TESS Magnitude,Period Error,Transit Mid Point Error,Semi Major Axis Error,Planet Radius Error (J),Inclination Error,Periastron Error,Eccentricity Error,Archive,Transits,Date,Unbinned Sigma,Binned Sigma,Transit Depth,Sensitivity,Binned Sensitivity,Archive Used,Observation Depth,Observation Sensitivity,Binned Observation Sensitivity,Total Cadences
Kepler-1181 b,,4.89337519,,0.14,,,,,6176.0,1.3,1.17,0.03,,,,82.26,0.54,0.126,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1181 b,,4.89337519,0.0594394,0.14,,,0.0,,6176.0,1.3,1.17,0.03,4.27,2454966.643,,82.26,0.54,0.126,0.13,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1181 b,TIC 394176812,4.89337519,0.0621,0.14,3.09,0.00972,0.0,0,6176.0,1.3,1.17,0.03,4.27,2454966.64331,3.316,82.26,0.54,0.126,0.13,88.82,,289.7473165,39.5234131,11.99669,71.4054,938.417,1.03682,13.1137,2.526e-05,0.00414,,0.058,,,,NASA,,,,,,,,,,,,
Kepler-1182 b,,11.17394617,0.0991034,0.215,,,0.0,,5924.0,1.05,1.04,0.01,4.41,2454967.704,,202.44,0.26,0.136,0.09,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1182 b,,11.17394617,,0.215,,,,,5924.0,1.05,1.04,0.01,,,,202.44,0.26,0.136,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1182 b,TIC 272270522,11.17394617,0.0981,0.215,6.39,0.0201,0.0,0,5924.0,1.05,1.04,0.01,4.41,2454967.70408,3.421,202.44,0.26,0.136,0.09,89.94,,296.3079895,43.8213706,9.57788,77.56359,1545.39,0.619142,14.8372,6.278e-05,0.00473,,0.054,,,,NASA,,,,,,,,,,,,
Kepler-1182 b,,11.17394617,,0.215,,,,,5924.0,1.05,1.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1183 b,,28.5057189,,0.252,,,,,5765.0,0.99,1.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1183 b,TIC 137550938,28.5057189,0.1793,0.252,8.35,0.0263,0.0,0,5765.0,0.99,1.0,0.04,4.45,2454965.92018,6.252,121.54,0.18,0.144,0.07,88.47,,292.2324228,38.8921946,9.99015,71.69328,1919.19,0.494531,15.2699,0.0003031,0.00841,,0.046,,,,NASA,,,,,,,,,,,,
Kepler-1183 b,,28.5057189,,0.252,,,,,5765.0,0.99,1.0,0.04,,,,121.54,0.18,0.144,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1183 b,,28.5057189,0.182625,0.252,,,0.0,,5765.0,0.99,1.0,0.04,4.45,2454965.92,,121.54,0.18,0.144,0.07,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1184 b,,53.5991044,,0.239,,,,,5983.0,1.07,1.05,-0.04,,,,110.01,0.2,0.146,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1184 b,,53.5991044,0.282775,0.239,,,0.0,,5983.0,1.07,1.05,-0.04,4.41,2454980.429,,110.01,0.2,0.146,0.07,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1184 b,TIC 159725400,53.5991044,0.2863,0.239,7.65,0.0241,0.0,1,5983.0,1.07,1.05,-0.04,4.41,2454980.42885,6.662,110.01,0.2,0.146,0.07,89.2,,291.282031,46.9659514,14.14281,78.81109,1157.84,0.835163,14.498,0.0003674,0.00524,,0.054,,,,NASA,,,,,,,,,,,,
Kepler-1184 b,,53.5991044,,0.239,,,,,5983.0,1.07,1.05,-0.04,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1185 b,,104.3518976,,0.119,,,,,5622.0,0.87,0.96,-0.04,,,,67.7,0.02,0.092,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1185 b,,104.3518976,,0.119,,,,,5622.0,0.87,0.96,-0.04,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1185 b,,104.3518976,0.427921,0.119,,,0.0,,5622.0,0.87,0.96,-0.04,4.54,2455023.102,,67.7,0.02,0.092,0.01,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1185 b,TIC 121121775,104.3518976,0.4297,0.119,2.33,0.00733,0.0,1,5622.0,0.87,0.96,-0.04,4.54,2455023.10231,3.586,67.7,0.02,0.092,0.01,89.84,,287.2411783,39.3326977,13.67532,70.3975,459.273,2.14871,12.0699,0.0006705,0.00528,,0.007,,,,NASA,,,,,,,,,,,,
Kepler-1186 b,TIC 158730884,16.07677615,0.1281,0.199,5.6,0.0176,0.0,0,5635.0,0.93,0.95,0.0,4.49,2454976.38764,2.237,68.42,0.15,0.138,0.05,89.89,,288.4796333,47.1017438,15.94461,78.14023,1337.25,0.719055,14.7825,7.199e-05,0.00383,,0.032,,,,NASA,,,,,,,,,,,,
Kepler-1186 b,,16.07677615,,0.199,,,,,5635.0,0.93,0.95,0.0,,,,68.42,0.15,0.138,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1186 b,,16.07677615,,0.199,,,,,5635.0,0.93,0.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1186 b,,16.07677615,0.12255,0.199,,,0.0,,5635.0,0.93,0.95,0.0,4.49,2454976.388,,68.42,0.15,0.138,0.05,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1187 b,,18.87064068,,0.233,,,,,5975.0,1.09,1.06,-0.01,,,,182.7,0.21,0.147,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1187 b,TIC 121021644,18.87064068,0.1401,0.233,7.32,0.023,0.0,0,5975.0,1.09,1.06,-0.01,4.39,2454976.95521,3.2476,182.7,0.21,0.147,0.08,87.72,,286.8919996,38.3185034,13.51035,69.33061,1020.53,0.951686,14.1065,6.002e-05,0.00257,,0.045,,,,NASA,,,,,,,,,,,,
Kepler-1187 b,,18.87064068,,0.233,,,,,5975.0,1.09,1.06,-0.01,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1187 b,,18.87064068,0.141438,0.233,,,0.0,,5975.0,1.09,1.06,-0.01,4.39,2454976.955,,182.7,0.21,0.147,0.08,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1188 b,,17.1369543,,0.186,,,,,5913.0,1.06,1.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1188 b,TIC 164460740,17.1369543,0.135,0.186,4.98,0.0157,0.0,0,5913.0,1.06,1.04,0.0,4.4,2454974.01371,6.366,104.3,0.25,0.13,0.08,89.92,,283.1038438,43.1480487,18.00328,72.83394,1717.48,0.553261,14.5294,0.0001214,0.00633,,0.044,,,,NASA,,,,,,,,,,,,
Kepler-1188 b,,17.1369543,,0.186,,,,,5913.0,1.06,1.04,0.0,,,,104.3,0.25,0.13,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1188 b,,17.1369543,0.131797,0.186,,,0.0,,5913.0,1.06,1.04,0.0,4.4,2454974.014,,104.3,0.25,0.13,0.08,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1189 b,TIC 267991349,3.78858982,0.0467,0.158,3.78,0.0119,0.0,0,6012.0,1.16,1.11,0.08,4.36,2454967.6227,3.492,121.95,0.34,0.143,0.09,88.98,,298.4264116,47.9468194,10.28813,81.9521,782.852,1.24877,13.7562,2.274e-05,0.00476,,0.046,,,,NASA,,,,,,,,,,,,
Kepler-1189 b,,3.78858982,,0.158,,,,,6012.0,1.16,1.11,0.08,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1189 b,,3.78858982,0.0492454,0.158,,,0.0,,6012.0,1.16,1.11,0.08,4.36,2454967.623,,121.95,0.34,0.143,0.09,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1189 b,,3.78858982,,0.158,,,,,6012.0,1.16,1.11,0.08,,,,121.95,0.34,0.143,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1190 b,,10.45843441,,0.119,,,,,4730.0,0.72,0.76,-0.02,,,,39.96,0.02,0.149,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1190 b,,10.45843441,,0.119,,,,,4730.0,0.72,0.76,-0.02,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1190 b,TIC 48504464,10.45843441,0.0845,0.119,2.33,0.00733,0.0,0,4730.0,0.72,0.76,-0.02,4.62,2454970.65022,3.102,39.96,0.02,0.149,0.02,89.98,,284.9996582,49.4799506,18.96771,79.57519,342.509,2.89083,13.8287,5.281e-05,0.00401,,0.004,,,,NASA,,,,,,,,,,,,
Kepler-1190 b,,10.45843441,0.0854126,0.119,,,0.0,,4730.0,0.72,0.76,-0.02,4.62,2454970.65,,39.96,0.02,0.149,0.02,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1191 b,TIC 26538999,5.60014851,0.0587,0.135,2.89,0.00909,0.0,0,5308.0,0.81,0.85,-0.08,4.56,2454968.96163,2.8018,107.78,0.06,0.157,0.04,89.84,,291.6577923,48.0092619,14.34968,79.89817,955.536,1.01819,14.7794,1.909e-05,0.00302,,0.012,,,,NASA,,,,,,,,,,,,
Kepler-1191 b,,5.60014851,0.0584627,0.135,,,0.0,,5308.0,0.81,0.85,-0.08,4.56,2454968.962,,107.78,0.06,0.157,0.04,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1191 b,,5.60014851,,0.135,,,,,5308.0,0.81,0.85,-0.08,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1191 b,,5.60014851,,0.135,,,,,5308.0,0.81,0.85,-0.08,,,,107.78,0.06,0.157,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1192 b,,25.2034787,0.159985,0.211,,,0.0,,5438.0,0.83,0.86,-0.16,4.55,2454970.562,,67.15,0.08,0.187,0.05,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1192 b,TIC 123416753,25.2034787,0.1693,0.211,6.17,0.0194,0.0,0,5438.0,0.83,0.86,-0.16,4.55,2454970.56218,4.552,67.15,0.08,0.187,0.05,89.78,,282.1405603,43.8964934,18.91752,73.31959,1304.19,0.738486,15.1878,0.0001278,0.00411,,0.021,,,,NASA,,,,,,,,,,,,
Kepler-1192 b,,25.2034787,,0.211,,,,,5438.0,0.83,0.86,-0.16,,,,67.15,0.08,0.187,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1192 b,,25.2034787,,0.211,,,,,5438.0,0.83,0.86,-0.16,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1193 b,,2.83265213,,0.118,,,,,5908.0,1.21,1.08,0.12,,,,75.02,0.19,0.074,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1193 b,,2.83265213,0.0401985,0.118,,,0.0,,5908.0,1.21,1.08,0.12,4.31,2454964.826,,75.02,0.19,0.074,0.11,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1193 b,TIC 298897851,2.83265213,0.0403,0.118,2.3,0.00724,0.0,0,5908.0,1.21,1.08,0.12,4.31,2454964.82631,2.3844,75.02,0.19,0.074,0.11,87.57,,288.1447323,51.2756446,17.72552,82.09102,802.116,1.21792,12.9919,9.03e-06,0.00264,,0.019,,,,NASA,,,,,,,,,,,,
Kepler-1193 b,,2.83265213,,0.118,,,,,5908.0,1.21,1.08,0.12,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1194 b,,16.22371307,,0.135,,,,,5590.0,0.92,0.94,0.0,,,,97.14,0.06,0.104,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1194 b,,16.22371307,0.122862,0.135,,,0.0,,5590.0,0.92,0.94,0.0,4.49,2454969.027,,97.14,0.06,0.104,0.04,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1194 b,TIC 137317096,16.22371307,0.1212,0.135,2.89,0.00909,0.0,0,5590.0,0.92,0.94,0.0,4.49,2454969.02705,2.502,97.14,0.06,0.104,0.04,89.48,,291.6994841,38.1452065,10.02508,70.8253,757.382,0.8357173,13.6048,8.867e-05,0.004,,0.011,,,,NASA,,,,,,,,,,,,
Kepler-1194 b,,16.22371307,,0.135,,,,,5590.0,0.92,0.94,0.0,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1195 b,,8.49642241,,0.186,,,,,4965.0,0.71,0.74,-0.25,,,,111.27,0.05,0.194,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1195 b,,8.49642241,0.0737068,0.186,,,0.0,,4965.0,0.71,0.74,-0.25,4.61,2454971.735,,111.27,0.05,0.194,0.04,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1195 b,,8.49642241,,0.186,,,,,4965.0,0.71,0.74,-0.25,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1195 b,TIC 120252007,8.49642241,0.0726,0.186,4.98,0.0157,0.0,0,4965.0,0.71,0.74,-0.25,4.61,2454971.73517,2.2373,111.27,0.05,0.194,0.04,88.49,,284.3510523,40.8529319,16.30468,70.94977,918.566,1.06088,15.3039,2.872e-05,0.00277,,0.017,,,,NASA,,,,,,,,,,,,
Kepler-1196 b,TIC 63210324,66.1849031,0.3179,0.199,5.6,0.0176,0.0,0,5756.0,0.97,0.98,0.0,4.46,2454974.61516,4.788,129.38,0.15,0.13,0.06,89.03,,292.369585,43.9108663,12.14041,76.31541,922.333,1.05577,14.343,0.0004661,0.00661,,0.033,,,,NASA,,,,,,,,,,,,
Kepler-1196 b,,66.1849031,,0.199,,,,,5756.0,0.97,0.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1196 b,,66.1849031,,0.199,,,,,5756.0,0.97,0.98,0.0,,,,129.38,0.15,0.13,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1196 b,,66.1849031,0.318069,0.199,,,0.0,,5756.0,0.97,0.98,0.0,4.46,2454974.615,,129.38,0.15,0.13,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1197 b,,2.03231845,,0.112,,,,,4708.0,0.72,0.78,0.06,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1197 b,,2.03231845,0.0289045,0.112,,,0.0,,4708.0,0.72,0.78,0.06,4.62,2454965.644,,63.31,0.01,0.099,0.01,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1197 b,,2.03231845,,0.112,,,,,4708.0,0.72,0.78,0.06,,,,63.31,0.01,0.099,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1197 b,TIC 63004645,2.03231845,0.0283,0.112,2.1,0.0066,0.0,0,4708.0,0.72,0.78,0.06,4.62,2454965.64366,1.1214,63.31,0.01,0.099,0.01,89.96,,291.6693437,42.5907441,12.01924,74.87347,486.94,2.02521,14.4234,3.75e-06,0.00155,,0.003,,,,NASA,,,,,,,,,,,,
Kepler-1198 b,TIC 158843826,7.6847716,0.0732,0.131,2.76,0.00869,0.0,0,5517.0,0.9,0.93,0.03,4.5,2454970.63985,2.599,80.26,0.1,0.157,0.04,89.89,,288.8339659,44.838198,14.82277,76.08521,743.03,1.31727,14.2473,3.25e-05,0.00383,,0.016,,,,NASA,,,,,,,,,,,,
Kepler-1198 b,,7.6847716,,0.131,,,,,5517.0,0.9,0.93,0.03,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1198 b,,7.6847716,0.0743912,0.131,,,0.0,,5517.0,0.9,0.93,0.03,4.5,2454970.64,,80.26,0.1,0.157,0.04,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1198 b,,7.6847716,,0.131,,,,,5517.0,0.9,0.93,0.03,,,,80.26,0.1,0.157,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1199 b,TIC 270696519,15.0447198,0.1152,0.103,1.6,0.00505,0.0,0,5889.0,1.17,0.94,-0.27,4.27,2454966.20727,5.819,84.29,0.21,0.116,0.13,89.94,,293.7258092,47.2469219,12.76351,79.80955,563.493,1.7197799,12.6072,0.0001084,0.00558,,0.019,,,,NASA,,,,,,,,,,,,
Kepler-1199 b,,15.0447198,0.116835,0.103,,,0.0,,5889.0,1.17,0.94,-0.27,4.27,2454966.207,,84.29,0.21,0.116,0.13,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1199 b,,15.0447198,,0.103,,,,,5889.0,1.17,0.94,-0.27,,,,84.29,0.21,0.116,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1199 b,,15.0447198,,0.103,,,,,5889.0,1.17,0.94,-0.27,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1200 b,,1.11854972,,0.095,,,,,4612.0,0.7,0.74,0.04,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1200 b,TIC 272489594,1.11854972,0.0188,0.095,1.2,0.00377,0.0,0,4612.0,0.7,0.74,0.04,4.63,2454965.84717,1.5425,101.02,0.03,0.156,0.02,87.68,,296.6034317,44.1292537,9.53918,77.94098,588.715,1.67082,15.0274,3.12e-06,0.00222,,0.005,,,,NASA,,,,,,,,,,,,
Kepler-1200 b,,1.11854972,0.0190745,0.095,,,0.0,,4612.0,0.7,0.74,0.04,4.63,2454965.847,,101.02,0.03,0.156,0.02,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1200 b,,1.11854972,,0.095,,,,,4612.0,0.7,0.74,0.04,,,,101.02,0.03,0.156,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1201 b,,15.18725932,,0.204,,,,,6177.0,1.24,1.15,0.03,,,,146.3,0.46,0.131,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1201 b,,15.18725932,0.125745,0.204,,,0.0,,6177.0,1.24,1.15,0.03,4.32,2454967.056,,146.3,0.46,0.131,0.11,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1201 b,,15.18725932,,0.204,,,,,6177.0,1.24,1.15,0.03,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1201 b,TIC 377915758,15.18725932,0.1183,0.204,5.86,0.0184,0.0,0,6177.0,1.24,1.15,0.03,4.32,2454967.05581,4.508,146.3,0.46,0.131,0.11,86.77,,294.6147908,40.8331158,9.26258,74.29522,944.241,1.03091,14.227,8.158e-05,0.0046,,0.081,,,,NASA,,,,,,,,,,,,
Kepler-1202 b,TIC 63209010,28.6851324,0.179,0.262,8.96,0.0282,0.0,0,5834.0,1.04,1.03,0.06,4.42,2454992.87673,5.467,80.98,0.22,0.147,0.07,86.68,,292.290606,44.6532281,12.51696,76.97284,1175.38,0.822781,15.0956,0.0001899,0.00528,,0.081,,,,NASA,,,,,,,,,,,,
Kepler-1202 b,,28.6851324,,0.262,,,,,5834.0,1.04,1.03,0.06,,,,80.98,0.22,0.147,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1202 b,,28.6851324,0.185207,0.262,,,0.0,,5834.0,1.04,1.03,0.06,4.42,2454992.877,,80.98,0.22,0.147,0.07,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1202 b,,28.6851324,,0.262,,,,,5834.0,1.04,1.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1203 b,TIC 63449012,0.58800076,0.0114,0.095,1.2,0.00377,0.0,0,4105.0,0.61,0.64,0.01,4.67,2454965.059132,1.1627,43.7,0.01,0.092,0.01,83.78,,292.7734523,44.178088,11.99808,76.69173,317.022,3.1258,14.0801,5.8e-07,0.000817,,0.005,,,,NASA,,,,,,,,,,,,
Kepler-1203 b,,0.58800076,,0.095,,,,,4105.0,0.61,0.64,0.01,,,,43.7,0.01,0.092,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1203 b,,0.58800076,,0.095,,,,,4105.0,0.61,0.64,0.01,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1203 b,,0.58800076,0.0118373,0.095,,,0.0,,4105.0,0.61,0.64,0.01,4.67,2454965.059,,43.7,0.01,0.092,0.01,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1204 b,,85.7350285,,0.272,,,,,5825.0,1.03,1.03,0.06,,,,88.38,0.29,0.127,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1204 b,TIC 159043952,85.7350285,0.3877,0.272,9.53,0.03,0.0,0,5825.0,1.03,1.03,0.06,4.42,2455003.98553,7.457,88.38,0.29,0.127,0.07,89.98,,289.4415238,42.4981476,13.46382,74.069,1175.22,0.822404,14.816,0.0006373,0.00629,,0.078,,,,NASA,,,,,,,,,,,,
Kepler-1204 b,,85.7350285,,0.272,,,,,5825.0,1.03,1.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1204 b,,85.7350285,0.384289,0.272,,,0.0,,5825.0,1.03,1.03,0.06,4.42,2455003.986,,88.38,0.29,0.127,0.07,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1205 b,,1.07839035,,0.126,,,,,5226.0,0.81,0.84,-0.04,,,,84.83,0.05,0.162,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1205 b,TIC 122443195,1.07839035,0.0196,0.126,2.57,0.00809,0.0,0,5226.0,0.81,0.84,-0.04,4.56,2454966.24975,1.2297,84.83,0.05,0.162,0.04,76.41,,290.2796734,41.5150499,12.48421,73.42429,698.485,1.40312,14.5479,1.6e-06,0.00125,,0.009,,,,NASA,,,,,,,,,,,,
Kepler-1205 b,,1.07839035,,0.126,,,,,5226.0,0.81,0.84,-0.04,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1205 b,,1.07839035,0.0194186,0.126,,,0.0,,5226.0,0.81,0.84,-0.04,4.56,2454966.25,,84.83,0.05,0.162,0.04,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1206 b,,1.21699766,,0.146,,,,,4877.0,0.75,0.8,0.07,,,,55.23,0.03,0.147,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1206 b,TIC 27649203,1.21699766,0.0201,0.146,3.33,0.0105,0.0,0,4877.0,0.75,0.8,0.07,4.6,2454965.03255,1.3101,55.23,0.03,0.147,0.02,89.77,,295.9383737,49.7911337,12.60425,82.81438,762.019,1.28463,15.2659,2.61e-06,0.00173,,0.008,,,,NASA,,,,,,,,,,,,
Kepler-1206 b,,1.21699766,,0.146,,,,,4877.0,0.75,0.8,0.07,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1206 b,,1.21699766,0.0207092,0.146,,,0.0,,4877.0,0.75,0.8,0.07,4.6,2454965.033,,55.23,0.03,0.147,0.02,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1207 b,TIC 27390527,13.68237119,0.1156,0.145,3.26,0.0102,0.0,0,5909.0,1.06,1.06,0.05,4.41,2454972.1874,4.163,88.29,0.23,0.145,0.07,88.35,,295.0641963,49.3589615,12.91225,82.15527,1754.19,0.54123,13.9921,8.986e-05,0.00533,,0.045,,,,NASA,,,,,,,,,,,,
Kepler-1207 b,,13.68237119,0.114152,0.145,,,0.0,,5909.0,1.06,1.06,0.05,4.41,2454972.187,,88.29,0.23,0.145,0.07,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1207 b,,13.68237119,,0.145,,,,,5909.0,1.06,1.06,0.05,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1207 b,,13.68237119,,0.145,,,,,5909.0,1.06,1.06,0.05,,,,88.29,0.23,0.145,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1208 b,,11.08507637,0.0903224,0.207,,,0.0,,5001.0,0.76,0.8,-0.03,4.59,2455188.037,,110.88,0.04,0.148,0.03,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1208 b,,11.08507637,,0.207,,,,,5001.0,0.76,0.8,-0.03,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1208 b,TIC 63010574,11.08507637,0.0901,0.207,5.99,0.0189,0.0,0,5001.0,0.76,0.8,-0.03,4.59,2455188.03662,1.708,110.88,0.04,0.148,0.03,88.44,,291.8812445,44.5557587,12.73691,76.75288,825.176,1.18475,15.3121,5.235e-05,0.00323,,0.017,,,,NASA,,,,,,,,,,,,
Kepler-1208 b,,11.08507637,,0.207,,,,,5001.0,0.76,0.8,-0.03,,,,110.88,0.04,0.148,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1209 b,TIC 399953998,25.369116,0.18,0.135,2.89,0.00909,0.0,0,6210.0,1.38,1.23,0.12,4.24,2454976.68738,4.634,71.25,0.29,0.085,0.1,87.87,,287.5849352,49.1547328,17.27693,79.88527,505.531,1.94973,12.0388,0.0001249,0.00425,,0.029,,,,NASA,,,,,,,,,,,,
Kepler-1209 b,,25.369116,,0.135,,,,,6210.0,1.38,1.23,0.12,,,,71.25,0.29,0.085,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1209 b,,25.369116,,0.135,,,,,6210.0,1.38,1.23,0.12,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
Kepler-1209 b,,25.369116,0.181042,0.135,,,0.0,,6210.0,1.38,1.23,0.12,4.24,2454976.687,,71.25,0.29,0.085,0.1,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1210 b,TIC 26750065,8.07124073,0.0753,0.152,3.53,0.0111,0.0,0,5568.0,0.92,0.94,0.04,4.49,2454970.76385,2.653,67.19,0.16,0.138,0.06,89.39,,292.8321598,48.2193376,13.72935,80.4378,1176.53,0.821945,15.0466,4.899e-05,0.00539,,0.027,,,,NASA,,,,,,,,,,,,
Kepler-1210 b,,8.07124073,0.0771394,0.152,,,0.0,,5568.0,0.92,0.94,0.04,4.49,2454970.764,,67.19,0.16,0.138,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
Kepler-1210 b,,8.07124073,,0.152,,,,,5568.0,0.92,0.94,0.04,,,,67.19,0.16,0.138,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
Kepler-1210 b,,8.07124073,,0.152,,,,,5568.0,0.92,0.94,0.04,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
